pk_fact,surr_key_date_weather,surr_key_Weather_info,surr_key_country_weather,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration,Sunshine_Hours,Wind_Ratio
1,1,1,1,5.4,0.0,3.1,0.0,25.7,55.8,19254.72,5.348533333333334,0.460573476702509
2,2,2,2,6.5,4.4,5.3,1.6,34.2,74.9,19260.37,5.350102777777778,0.45660881174899864
3,3,3,3,7.6,1.7,4.4,4.8,34.3,87.5,9924.41,2.7567805555555553,0.39199999999999996
4,4,4,4,4.1,0.5,1.8,7.2,34.3,69.5,3859.69,1.0721361111111112,0.49352517985611505
5,5,5,5,7.2,0.6,4.6,10.0,38.7,96.5,0.0,0.0,0.40103626943005183
6,6,6,6,6.7,0.2,3.5,3.4,37.8,92.9,20044.59,5.567941666666667,0.40688912809472544
7,7,7,7,7.3,2.9,5.9,9.0,38.7,88.6,0.0,0.0,0.4367945823927766
8,8,8,8,3.4,0.9,2.3,2.5,31.0,67.3,15915.25,4.420902777777778,0.4606240713224369
9,9,9,9,2.6,-0.7,0.5,2.1,23.5,52.2,20563.83,5.712175,0.450191570881226
10,10,10,10,6.0,0.1,4.0,4.6,31.2,67.3,0.0,0.0,0.4635958395245171
11,11,11,11,5.4,2.3,3.8,6.0,20.3,47.5,4151.52,1.1532000000000002,0.4273684210526316
12,12,12,12,3.8,0.3,2.9,4.4,16.3,35.3,0.0,0.0,0.4617563739376771
13,13,13,13,1.9,-2.4,-0.6,0.0,19.5,40.7,20799.63,5.777675,0.4791154791154791
14,14,14,14,1.3,-0.8,0.3,0.0,23.7,50.4,21693.5,6.025972222222222,0.47023809523809523
15,15,15,15,2.9,-2.8,-0.8,0.0,13.5,30.2,21263.96,5.906655555555555,0.4470198675496689
16,16,16,16,6.0,-2.5,1.4,0.0,16.3,36.4,11519.53,3.1998694444444444,0.4478021978021978
17,17,17,17,5.9,-0.3,2.2,0.0,11.8,29.5,22308.98,6.196938888888889,0.4
18,18,18,18,5.7,0.3,3.4,0.0,13.3,29.2,20271.26,5.630905555555555,0.45547945205479456
19,19,19,19,4.2,-1.5,0.8,0.0,9.7,19.8,21608.53,6.002369444444444,0.48989898989898983
20,20,20,20,4.5,0.3,1.9,0.0,12.8,29.2,23053.49,6.403747222222223,0.4383561643835617
21,21,21,21,3.9,-1.7,1.1,0.0,29.4,64.8,18210.53,5.058480555555556,0.4537037037037037
22,22,22,22,4.8,-0.6,2.4,0.5,32.9,70.6,23526.55,6.535152777777777,0.4660056657223796
23,23,23,23,2.2,-2.2,-0.3,0.0,15.0,32.4,23771.23,6.603119444444444,0.46296296296296297
24,24,24,24,4.2,-1.8,1.4,0.0,13.0,34.9,24020.7,6.672416666666667,0.3724928366762178
25,25,25,25,4.3,-2.7,-0.1,0.0,9.0,15.5,24274.46,6.742905555555556,0.5806451612903226
26,26,26,26,5.3,-1.7,1.7,0.0,15.5,34.6,22524.33,6.256758333333334,0.44797687861271673
27,27,27,27,4.6,2.3,3.3,1.7,23.6,48.6,0.0,0.0,0.48559670781893005
28,28,28,28,6.5,2.8,4.2,13.3,30.0,65.9,0.0,0.0,0.4552352048558421
29,29,29,29,7.2,2.1,4.6,12.7,50.0,122.0,25082.72,6.967422222222223,0.4098360655737705
30,30,30,30,8.3,1.3,4.8,15.2,37.3,87.5,0.0,0.0,0.42628571428571427
31,31,31,31,7.6,4.3,5.8,10.7,39.3,106.6,10553.33,2.9314805555555554,0.36866791744840527
32,32,32,32,7.1,3.0,5.7,13.8,29.4,64.8,14400.0,4.0,0.4537037037037037
33,33,33,33,4.6,2.5,3.4,2.0,34.3,75.2,25398.91,7.055252777777778,0.4561170212765957
34,34,34,34,6.1,2.5,4.1,1.3,22.7,50.0,11373.09,3.1591916666666666,0.45399999999999996
35,35,35,35,9.9,6.4,8.6,1.1,26.2,55.4,0.0,0.0,0.4729241877256318
36,36,36,36,8.0,6.4,6.9,0.8,30.2,66.2,0.0,0.0,0.4561933534743202
37,37,37,37,7.7,3.6,5.9,4.9,40.7,96.5,1787.56,0.49654444444444445,0.4217616580310881
38,38,38,38,6.5,1.9,3.5,7.9,43.0,97.2,5206.23,1.446175,0.44238683127572015
39,39,39,39,5.5,0.0,2.8,7.6,41.3,91.1,16821.24,4.672566666666667,0.45334796926454446
40,40,40,40,5.8,0.1,3.7,1.2,37.7,89.3,23266.87,6.463019444444444,0.4221724524076148
41,41,41,41,6.0,0.5,2.8,10.5,40.7,93.2,27689.4,7.6915000000000004,0.4366952789699571
42,42,42,42,5.5,1.5,3.8,0.9,37.4,77.0,16217.39,4.5048305555555554,0.4857142857142857
43,43,43,43,5.1,-0.6,1.1,16.0,39.7,83.5,25135.33,6.982036111111111,0.4754491017964072
44,44,44,44,3.3,-3.2,0.6,0.5,26.7,65.5,29469.88,8.186077777777777,0.4076335877862595
45,45,45,45,5.9,-4.0,0.9,4.1,28.3,62.6,8125.56,2.2571000000000003,0.4520766773162939
46,46,46,46,2.9,-1.3,1.0,6.2,26.1,59.0,18564.13,5.156702777777778,0.4423728813559322
47,47,47,47,0.4,-6.9,-2.2,1.4,22.8,46.8,30336.4,8.426777777777778,0.4871794871794872
48,48,48,48,2.4,-8.0,-1.8,4.9,19.8,42.5,20822.82,5.784116666666667,0.46588235294117647
49,49,49,49,3.4,1.5,2.4,7.9,19.4,48.6,1680.8,0.46688888888888885,0.39917695473251025
50,50,50,50,3.2,-1.8,0.5,0.0,14.1,30.6,31208.28,8.668966666666666,0.46078431372549017
51,51,51,51,3.4,-3.3,0.1,0.5,23.9,54.4,24199.14,6.721983333333333,0.43933823529411764
52,52,52,52,4.0,-0.6,2.2,4.1,24.1,55.1,28225.03,7.84028611111111,0.43738656987295826
53,53,53,53,4.2,-2.3,1.1,0.0,18.6,41.8,23302.84,6.473011111111111,0.44497607655502397
54,54,54,54,7.9,2.9,5.6,4.6,28.5,61.2,457.86,0.12718333333333334,0.4656862745098039
55,55,55,55,4.0,-0.1,1.8,4.2,27.0,67.7,24947.95,6.929986111111111,0.3988183161004431
56,56,56,56,5.3,-0.2,2.4,1.5,29.4,59.8,29960.08,8.322244444444445,0.4916387959866221
57,57,57,57,6.7,1.4,3.6,2.0,29.4,63.0,25372.23,7.047841666666667,0.4666666666666666
58,58,58,58,7.3,2.7,5.6,27.3,36.0,81.0,0.0,0.0,0.4444444444444444
59,59,59,59,3.8,0.7,2.2,3.7,27.6,77.0,23641.21,6.567002777777778,0.35844155844155845
60,60,60,60,4.6,0.7,2.1,2.2,25.3,55.1,26327.21,7.313113888888888,0.4591651542649728
61,61,61,61,3.6,-1.4,0.9,0.1,24.2,54.0,33471.63,9.297675,0.44814814814814813
62,62,62,62,6.4,-1.7,2.9,21.5,32.0,69.8,0.0,0.0,0.4584527220630373
63,63,63,63,3.5,-2.3,1.1,0.9,31.4,67.7,33323.41,9.25650277777778,0.46381093057607087
64,64,64,64,2.5,-3.2,-1.0,0.0,19.5,48.2,34894.5,9.692916666666667,0.40456431535269705
65,65,65,65,5.5,-3.7,1.7,0.4,30.3,66.6,18406.57,5.112936111111111,0.454954954954955
66,66,66,66,8.6,5.6,7.3,1.1,31.4,65.5,0.0,0.0,0.4793893129770992
67,67,67,67,9.8,6.9,8.4,5.8,29.3,67.7,7502.04,2.0839,0.4327917282127031
68,68,68,68,10.0,9.1,9.6,13.4,35.9,73.1,0.0,0.0,0.4911080711354309
69,69,69,69,9.4,6.4,7.6,2.9,39.3,92.2,1419.81,0.39439166666666664,0.4262472885032538
70,70,70,70,8.6,5.8,7.2,1.6,32.4,73.4,511.52,0.14208888888888888,0.44141689373297
71,71,71,71,8.9,3.0,6.0,0.0,31.4,70.2,34085.17,9.468102777777776,0.4472934472934473
72,72,72,72,8.7,1.8,5.6,0.4,18.0,40.7,6441.04,1.7891777777777778,0.44226044226044225
73,73,73,73,9.2,5.8,7.8,1.6,27.7,58.7,6504.68,1.8068555555555557,0.47189097103918226
74,74,74,74,5.1,1.2,3.6,0.4,28.2,72.0,38067.38,10.574272222222222,0.39166666666666666
75,75,75,75,7.6,0.7,4.5,0.1,28.9,66.2,5728.87,1.5913527777777778,0.43655589123867067
76,76,76,76,8.6,5.4,6.7,0.0,22.4,46.1,32671.08,9.0753,0.48590021691973967
77,77,77,77,8.6,5.5,6.9,0.1,20.4,45.7,12229.65,3.397125,0.4463894967177242
78,78,78,78,9.4,0.5,5.3,0.0,11.4,30.6,38928.88,10.813577777777777,0.37254901960784315
79,79,79,79,9.3,1.1,5.9,0.0,19.4,43.9,2925.62,0.8126722222222222,0.4419134396355353
80,80,80,80,9.5,4.7,7.1,0.0,18.1,40.7,10743.09,2.984191666666667,0.44471744471744473
81,81,81,81,8.4,4.8,6.4,0.0,16.1,36.7,17353.69,4.820469444444444,0.43869209809264303
82,82,82,82,7.1,2.9,4.8,0.0,6.9,17.6,21525.17,5.979213888888888,0.39204545454545453
83,83,83,83,6.3,1.7,4.0,8.7,28.3,58.0,4542.06,1.2616833333333335,0.48793103448275865
84,84,84,84,7.6,2.3,4.6,2.7,24.0,50.4,20681.84,5.744955555555555,0.4761904761904762
85,85,85,85,6.0,-0.3,3.0,2.1,17.9,41.0,36444.19,10.123386111111111,0.4365853658536585
86,86,86,86,7.5,-1.3,3.3,0.0,18.6,35.6,40898.96,11.360822222222222,0.5224719101123596
87,87,87,87,5.2,0.4,2.7,0.2,24.7,53.6,40322.92,11.200811111111111,0.46082089552238803
88,88,88,88,5.8,-1.9,2.0,0.0,13.5,30.6,29243.47,8.123186111111112,0.4411764705882353
89,89,89,89,6.5,0.6,3.2,0.0,15.1,34.6,29395.21,8.165336111111111,0.43641618497109824
90,90,90,90,5.4,1.2,3.4,0.2,7.9,20.5,0.0,0.0,0.3853658536585366
91,91,91,91,7.0,3.1,4.5,0.8,11.1,24.8,1102.38,0.3062166666666667,0.4475806451612903
92,92,92,92,7.8,1.5,4.4,0.0,8.3,22.3,27646.24,7.679511111111111,0.3721973094170404
93,93,93,93,4.3,0.1,2.3,5.4,29.8,65.2,6569.41,1.824836111111111,0.45705521472392635
94,94,94,94,2.3,-1.4,0.2,0.0,33.0,71.6,20295.15,5.637541666666667,0.4608938547486034
95,95,95,95,3.3,-2.5,0.1,0.0,27.4,59.8,41415.97,11.504436111111112,0.45819397993311034
96,96,96,96,7.3,-2.5,2.1,0.0,10.1,22.3,43600.1,12.111138888888888,0.452914798206278
97,97,97,97,8.3,-0.4,3.8,0.0,13.0,32.4,44326.52,12.312922222222221,0.4012345679012346
98,98,98,98,8.2,-1.1,3.8,0.0,20.1,47.2,24546.08,6.818355555555556,0.4258474576271187
99,99,99,99,8.4,3.9,5.8,0.7,13.3,32.0,17101.51,4.750419444444444,0.415625
100,100,100,100,6.7,2.0,4.3,0.0,20.6,47.5,15297.93,4.2494250000000005,0.43368421052631584
101,101,101,101,8.0,-0.9,3.7,0.9,16.0,36.4,25462.56,7.072933333333333,0.43956043956043955
102,102,102,102,4.9,0.7,2.5,6.0,16.2,36.0,9470.86,2.6307944444444447,0.44999999999999996
103,103,103,103,4.1,0.8,2.4,7.1,33.9,73.1,27536.94,7.64915,0.4637482900136799
104,104,104,104,3.8,0.6,2.1,6.2,28.9,62.3,16611.55,4.614319444444444,0.463884430176565
105,105,105,105,5.9,-0.4,2.4,0.2,19.8,45.4,45662.93,12.684147222222222,0.43612334801762115
106,106,106,106,4.5,-2.6,1.3,2.0,16.0,36.0,41932.01,11.647780555555556,0.4444444444444444
107,107,107,107,6.9,-3.4,2.3,0.0,15.3,34.2,45863.38,12.739827777777776,0.4473684210526316
108,108,108,108,3.4,-0.1,1.8,5.5,24.6,51.8,846.6,0.23516666666666666,0.47490347490347495
109,109,109,109,8.2,1.4,4.6,0.4,15.0,33.8,40687.55,11.302097222222223,0.44378698224852076
110,110,110,110,10.4,1.1,6.1,2.7,23.5,54.7,36692.87,10.19246388888889,0.4296160877513711
111,111,111,111,12.2,6.3,8.7,7.8,28.8,74.2,39135.02,10.870838888888889,0.3881401617250674
112,112,112,112,10.7,5.9,7.4,7.4,23.9,54.7,24977.1,6.938083333333333,0.4369287020109689
113,113,113,113,10.0,5.2,7.3,5.9,18.0,38.2,30326.57,8.424047222222223,0.47120418848167533
114,114,114,114,10.8,4.6,7.3,5.7,13.3,32.0,35746.71,9.929641666666667,0.415625
115,115,115,115,11.6,3.8,7.2,5.6,10.1,30.6,45821.62,12.728227777777779,0.3300653594771242
116,116,116,116,6.5,5.0,5.6,18.8,29.5,59.8,525.95,0.14609722222222224,0.49331103678929766
117,117,117,117,6.4,3.9,5.0,14.3,31.0,61.6,0.0,0.0,0.5032467532467533
118,118,118,118,10.3,3.5,7.2,3.2,16.3,39.2,45147.58,12.540994444444445,0.41581632653061223
119,119,119,119,12.8,2.9,8.7,0.1,13.0,32.0,37747.78,10.485494444444445,0.40625
120,120,120,120,11.5,4.3,7.7,0.1,15.3,32.4,2084.32,0.5789777777777778,0.47222222222222227
121,121,121,121,14.0,2.4,9.1,0.0,11.0,26.3,47917.76,13.310488888888889,0.4182509505703422
122,122,122,122,14.6,3.2,9.8,0.1,10.5,23.0,48470.89,13.464136111111111,0.45652173913043476
123,123,123,123,15.3,5.4,10.3,0.0,10.2,25.2,41117.35,11.421486111111111,0.40476190476190477
124,124,124,124,10.2,4.6,7.3,0.0,13.8,31.3,20186.65,5.607402777777779,0.44089456869009586
125,125,125,125,12.4,2.1,7.2,0.0,11.6,29.2,50912.5,14.14236111111111,0.3972602739726027
126,126,126,126,12.0,0.3,6.6,0.0,14.7,36.0,49374.09,13.715024999999999,0.4083333333333333
127,127,127,127,17.0,4.0,10.1,0.0,15.8,36.0,51237.31,14.232586111111111,0.4388888888888889
128,128,128,128,18.5,5.8,12.0,0.0,16.8,38.2,51676.41,14.354558333333335,0.43979057591623033
129,129,129,129,17.9,4.5,11.5,0.0,13.1,33.1,51855.42,14.404283333333332,0.3957703927492447
130,130,130,130,18.9,5.8,12.7,0.0,12.3,27.0,51964.36,14.434544444444445,0.4555555555555556
131,131,131,131,14.0,7.2,9.9,0.0,20.8,46.1,49524.03,13.756675,0.4511930585683297
132,132,132,132,12.0,6.4,8.5,0.0,23.7,53.3,42906.61,11.918502777777778,0.4446529080675422
133,133,133,133,16.5,5.3,10.5,0.0,24.2,51.1,51636.01,14.343336111111112,0.4735812133072407
134,134,134,134,19.1,5.9,12.7,0.0,15.4,33.5,50488.69,14.024636111111112,0.45970149253731346
135,135,135,135,19.3,9.5,14.9,0.1,17.1,39.2,52516.47,14.587908333333333,0.4362244897959184
136,136,136,136,15.4,8.9,12.6,2.3,18.2,55.8,51797.9,14.388305555555556,0.32616487455197135
137,137,137,137,11.0,7.7,9.4,6.7,25.9,52.9,594.16,0.16504444444444444,0.4896030245746692
138,138,138,138,10.0,5.2,7.8,12.4,24.2,60.5,45087.22,12.524227777777778,0.39999999999999997
139,139,139,139,11.2,4.4,7.6,3.4,23.1,53.3,50647.82,14.06883888888889,0.43339587242026273
140,140,140,140,11.4,4.3,7.4,5.1,19.2,41.4,41552.13,11.542258333333333,0.463768115942029
141,141,141,141,9.8,4.3,7.3,3.0,17.3,37.4,19579.78,5.438827777777777,0.4625668449197861
142,142,142,142,12.7,6.5,9.3,1.0,16.4,36.0,48708.96,13.530266666666666,0.4555555555555555
143,143,143,143,10.6,5.3,7.9,0.0,17.3,40.0,44995.46,12.498738888888889,0.4325
144,144,144,144,9.8,5.4,7.5,4.4,23.3,58.7,17263.2,4.795333333333334,0.3969335604770017
145,145,145,145,10.7,3.1,7.1,3.4,20.7,47.2,51537.74,14.316038888888889,0.43855932203389825
146,146,146,146,10.3,4.7,7.2,8.8,18.0,41.0,48857.15,13.571430555555557,0.43902439024390244
147,147,147,147,10.0,2.3,6.8,2.4,11.5,30.2,46128.34,12.813427777777777,0.38079470198675497
148,148,148,148,9.8,4.7,6.7,7.7,21.2,50.0,31592.45,8.775680555555557,0.424
149,149,149,149,10.9,1.8,6.7,3.2,17.4,39.6,49342.4,13.706222222222223,0.43939393939393934
150,150,150,150,10.9,4.6,7.4,0.9,20.6,50.0,51347.19,14.263108333333333,0.41200000000000003
151,151,151,151,11.3,1.7,7.2,0.4,16.5,37.4,55821.92,15.506088888888888,0.44117647058823534
152,152,152,152,11.6,2.2,7.4,3.3,21.1,44.6,32509.34,9.030372222222223,0.4730941704035875
153,153,153,153,12.9,7.8,11.0,5.1,24.9,55.1,14055.73,3.9043694444444443,0.45190562613430124
154,154,154,154,12.9,6.6,9.7,1.2,20.4,46.4,39902.68,11.084077777777777,0.4396551724137931
155,155,155,155,8.2,6.0,7.1,0.6,24.8,52.6,7580.61,2.105725,0.4714828897338403
156,156,156,156,7.4,4.1,6.0,16.6,25.2,59.8,0.0,0.0,0.4214046822742475
157,157,157,157,9.8,5.3,7.7,0.2,15.1,34.2,3552.4,0.9867777777777778,0.44152046783625726
158,158,158,158,11.7,5.1,8.3,9.0,22.7,51.8,27697.71,7.693808333333333,0.43822393822393824
159,159,159,159,12.0,5.8,8.8,3.4,21.2,45.0,42918.09,11.921691666666666,0.4711111111111111
160,160,160,160,11.7,6.2,9.1,4.4,25.0,56.9,12024.17,3.340047222222222,0.43936731107205623
161,161,161,161,13.4,5.5,9.1,7.0,13.0,29.2,16508.18,4.5856055555555555,0.4452054794520548
162,162,162,162,11.7,4.4,8.6,5.3,32.5,73.4,38010.89,10.558580555555555,0.4427792915531335
163,163,163,163,11.3,6.1,9.0,3.3,27.9,59.8,44133.3,12.259250000000002,0.4665551839464883
164,164,164,164,15.1,9.5,12.6,1.0,31.9,66.2,5774.49,1.604025,0.4818731117824773
165,165,165,165,13.3,8.5,11.2,2.1,38.8,81.0,55750.52,15.486255555555555,0.4790123456790123
166,166,166,166,13.1,5.8,9.9,0.5,16.8,39.6,43591.02,12.108616666666666,0.42424242424242425
167,167,167,167,13.2,5.3,9.5,0.0,14.8,34.2,56691.52,15.747644444444443,0.4327485380116959
168,168,168,168,18.2,5.6,12.4,0.0,11.0,29.9,53967.23,14.990897222222223,0.3678929765886288
169,169,169,169,19.4,11.8,15.8,0.0,28.6,64.1,51285.86,14.246072222222223,0.44617784711388464
170,170,170,170,23.7,10.9,17.5,0.0,19.8,42.8,50867.36,14.129822222222222,0.4626168224299066
171,171,171,171,22.7,12.9,17.0,0.0,18.3,43.2,48005.33,13.33481388888889,0.4236111111111111
172,172,172,172,16.0,11.5,13.3,0.6,25.2,51.5,22633.34,6.287038888888889,0.4893203883495145
173,173,173,173,14.1,9.8,12.3,11.0,26.2,58.0,36472.09,10.13113611111111,0.4517241379310345
174,174,174,174,14.7,9.0,11.4,8.6,19.9,43.6,39872.54,11.075705555555556,0.4564220183486238
175,175,175,175,11.0,8.6,9.8,0.7,29.3,61.6,8665.91,2.407197222222222,0.47564935064935066
176,176,176,176,11.3,7.3,9.4,0.3,18.4,40.0,13729.98,3.813883333333333,0.45999999999999996
177,177,177,177,13.5,7.2,10.3,0.0,8.6,22.3,26367.01,7.324169444444444,0.3856502242152466
178,178,178,178,14.0,6.0,10.6,0.0,6.7,20.5,32486.97,9.024158333333334,0.32682926829268294
179,179,179,179,16.9,7.4,12.4,0.0,10.4,21.2,31250.31,8.680641666666666,0.4905660377358491
180,180,180,180,13.4,9.0,11.4,0.0,8.5,19.1,12497.32,3.471477777777778,0.4450261780104712
181,181,181,181,14.8,8.0,11.0,0.0,11.5,23.8,54174.09,15.048358333333333,0.4831932773109244
182,182,182,182,12.7,7.2,10.3,0.1,10.8,22.7,23542.51,6.53958611111111,0.4757709251101322
183,183,183,183,18.5,7.6,13.2,0.0,12.5,28.1,50965.84,14.157177777777777,0.4448398576512455
184,184,184,184,14.2,10.4,12.1,0.4,17.8,39.6,16086.33,4.468425,0.4494949494949495
185,185,185,185,14.2,9.2,12.0,0.3,14.8,30.6,11483.79,3.189941666666667,0.48366013071895425
186,186,186,186,15.0,6.3,11.5,0.6,10.6,26.6,36785.85,10.218291666666666,0.39849624060150374
187,187,187,187,14.2,8.4,11.3,0.3,11.9,26.6,10215.25,2.8375694444444446,0.4473684210526316
188,188,188,188,10.4,7.7,9.1,1.4,15.9,33.5,309.85,0.08606944444444445,0.4746268656716418
189,189,189,189,12.7,5.4,9.8,0.4,22.2,43.2,20273.7,5.631583333333333,0.5138888888888888
190,190,190,190,13.4,8.2,10.5,6.2,19.5,41.4,20586.01,5.71833611111111,0.4710144927536232
191,191,191,191,14.3,9.9,11.7,14.4,19.1,34.9,19899.91,5.527752777777778,0.5472779369627507
192,192,192,192,13.5,8.7,10.6,10.2,26.7,61.9,44020.22,12.22783888888889,0.43134087237479807
193,193,193,193,11.8,5.8,9.1,0.0,20.8,45.7,38951.42,10.819838888888889,0.4551422319474836
194,194,194,194,12.7,4.6,9.6,0.0,14.4,29.2,22186.74,6.162983333333334,0.4931506849315069
195,195,195,195,12.4,9.1,10.7,2.3,29.3,61.2,20420.22,5.672283333333334,0.4787581699346405
196,196,196,196,13.7,7.6,10.7,0.2,24.5,55.1,39981.96,11.1061,0.44464609800362975
197,197,197,197,14.4,6.9,10.9,0.0,17.3,37.8,29336.91,8.149141666666667,0.45767195767195773
198,198,198,198,16.7,5.7,11.4,0.0,8.4,24.8,54592.78,15.16466111111111,0.33870967741935487
199,199,199,199,17.9,5.1,12.2,0.0,7.9,23.8,54848.12,15.23558888888889,0.3319327731092437
200,200,200,200,17.9,8.1,13.7,0.1,11.3,27.7,37978.6,10.54961111111111,0.40794223826714804
201,201,201,201,15.8,8.6,13.1,0.0,18.3,41.4,40742.67,11.317408333333333,0.4420289855072464
202,202,202,202,17.9,9.5,13.6,0.0,13.0,29.9,53875.29,14.965358333333334,0.4347826086956522
203,203,203,203,22.0,8.6,15.9,0.0,8.8,19.1,54043.44,15.012066666666668,0.4607329842931937
204,204,204,204,19.2,10.6,14.6,0.0,14.3,32.4,52435.15,14.565319444444444,0.44135802469135804
205,205,205,205,17.6,10.5,13.6,0.0,17.9,38.2,36820.45,10.227902777777777,0.4685863874345549
206,206,206,206,14.1,10.8,12.2,0.0,13.0,30.6,2745.25,0.7625694444444444,0.42483660130718953
207,207,207,207,14.6,11.4,12.7,2.8,8.4,19.4,3107.24,0.8631222222222221,0.43298969072164956
208,208,208,208,17.6,9.4,13.7,0.3,7.6,19.8,40568.27,11.268963888888887,0.3838383838383838
209,209,209,209,17.3,10.6,14.1,0.5,15.3,33.8,52165.27,14.490352777777776,0.45266272189349116
210,210,210,210,17.8,10.4,14.0,6.6,10.1,25.2,49444.42,13.73456111111111,0.4007936507936508
211,211,211,211,17.2,10.4,13.7,5.4,9.2,22.0,24706.47,6.862908333333333,0.41818181818181815
212,212,212,212,18.7,10.2,14.6,0.9,11.0,28.8,52452.66,14.570183333333334,0.3819444444444444
213,213,213,213,15.3,11.2,13.3,5.4,20.2,47.2,2027.04,0.5630666666666666,0.4279661016949152
214,214,214,214,15.6,11.9,13.8,1.4,22.7,46.4,40982.11,11.383919444444444,0.4892241379310345
215,215,215,215,15.4,11.3,13.0,12.2,16.4,35.3,32084.34,8.912316666666667,0.46458923512747874
216,216,216,216,17.0,11.0,13.4,1.9,19.5,38.5,41833.62,11.62045,0.5064935064935064
217,217,217,217,14.7,9.4,12.6,0.1,21.3,45.4,4363.59,1.2121083333333333,0.4691629955947137
218,218,218,218,16.9,7.9,13.0,0.1,19.4,42.1,12504.27,3.4734083333333334,0.4608076009501187
219,219,219,219,17.0,11.3,14.8,1.1,25.1,52.2,34456.87,9.57135277777778,0.48084291187739464
220,220,220,220,16.1,8.9,12.8,0.4,19.1,41.8,20281.51,5.633752777777778,0.45693779904306225
221,221,221,221,18.2,12.0,14.8,1.1,10.7,26.6,26139.93,7.261091666666667,0.4022556390977443
222,222,222,222,15.0,12.6,13.6,11.6,24.4,55.8,858.18,0.2383833333333333,0.43727598566308246
223,223,223,223,16.4,11.9,14.3,0.5,20.9,46.1,1902.76,0.5285444444444445,0.4533622559652928
224,224,224,224,16.9,8.0,13.0,0.0,13.3,31.0,34148.54,9.485705555555557,0.42903225806451617
225,225,225,225,15.9,11.2,13.7,0.8,22.8,48.2,1820.04,0.5055666666666666,0.4730290456431535
226,226,226,226,16.4,14.1,15.0,6.2,11.2,29.5,3086.62,0.8573944444444445,0.3796610169491525
227,227,227,227,17.4,12.2,15.0,6.1,18.0,39.6,30496.44,8.471233333333332,0.45454545454545453
228,228,228,228,15.3,9.8,12.5,3.1,16.5,42.5,43683.56,12.134322222222222,0.38823529411764707
229,229,229,229,13.5,8.7,11.1,10.9,17.2,42.1,47907.96,13.307766666666666,0.4085510688836104
230,230,230,230,13.9,6.9,10.6,9.2,16.0,34.6,47992.35,13.331208333333333,0.4624277456647399
231,231,231,231,14.5,7.8,11.1,2.5,11.3,28.1,46485.68,12.912688888888889,0.40213523131672596
232,232,232,232,13.6,6.2,10.5,5.2,9.7,27.4,44001.22,12.222561111111112,0.354014598540146
233,233,233,233,13.9,6.5,10.2,8.0,7.4,23.8,46139.73,12.816591666666667,0.31092436974789917
234,234,234,234,14.6,4.8,9.8,4.0,11.2,27.0,41131.27,11.425352777777777,0.4148148148148148
235,235,235,235,14.7,6.1,10.8,0.4,11.2,24.8,46440.73,12.900202777777778,0.4516129032258064
236,236,236,236,17.1,7.4,11.9,0.0,11.3,26.3,43244.46,12.01235,0.4296577946768061
237,237,237,237,18.5,8.2,13.6,0.0,15.6,36.0,40877.48,11.354855555555556,0.43333333333333335
238,238,238,238,21.1,10.9,16.2,0.0,13.7,37.8,44362.6,12.322944444444444,0.36243386243386244
239,239,239,239,17.4,13.0,14.6,2.1,19.9,47.5,5842.6,1.6229444444444445,0.4189473684210526
240,240,240,240,15.7,9.8,12.4,3.3,13.5,30.2,38340.79,10.650219444444446,0.4470198675496689
241,241,241,241,15.2,7.6,11.3,3.2,11.4,24.5,32432.3,9.008972222222223,0.4653061224489796
242,242,242,242,15.2,7.7,11.6,0.1,8.2,16.2,42812.46,11.89235,0.5061728395061729
243,243,243,243,15.5,7.6,11.6,0.0,12.1,28.1,43207.2,12.001999999999999,0.43060498220640564
244,244,244,244,12.3,10.5,11.5,24.3,31.7,67.0,0.0,0.0,0.47313432835820896
245,245,245,245,15.8,7.8,11.6,0.8,19.4,37.8,38019.0,10.560833333333333,0.5132275132275133
246,246,246,246,13.5,9.0,11.6,0.7,24.3,51.5,43200.0,12.0,0.47184466019417476
247,247,247,247,13.6,3.9,9.1,0.0,8.0,18.4,43587.77,12.107713888888888,0.4347826086956522
248,248,248,248,14.5,5.4,10.4,1.1,19.8,40.7,34555.51,9.598752777777777,0.48648648648648646
249,249,249,249,15.9,10.7,13.4,1.1,14.2,35.3,22297.61,6.193780555555556,0.40226628895184136
250,250,250,250,13.6,9.0,11.2,8.9,36.3,76.3,37383.87,10.384408333333335,0.47575360419397117
251,251,251,251,15.3,8.3,11.4,7.0,31.0,71.6,14874.34,4.131761111111111,0.4329608938547486
252,252,252,252,14.6,9.7,11.6,2.3,28.0,72.7,42735.78,11.87105,0.38514442916093533
253,253,253,253,14.0,8.7,11.1,0.1,20.5,45.0,23968.8,6.6579999999999995,0.45555555555555555
254,254,254,254,13.4,9.7,11.2,5.0,12.2,26.3,1262.94,0.35081666666666667,0.4638783269961977
255,255,255,255,19.0,10.4,13.8,22.8,11.4,28.1,11163.01,3.100836111111111,0.4056939501779359
256,256,256,256,13.5,11.6,12.3,2.5,14.2,29.9,420.84,0.11689999999999999,0.47491638795986624
257,257,257,257,13.8,10.4,11.9,0.2,15.6,35.6,19770.04,5.491677777777778,0.4382022471910112
258,258,258,258,14.1,10.8,12.2,1.0,15.9,33.5,31496.25,8.748958333333333,0.4746268656716418
